STATION_NUMBER	STATION_NAME	PROV_TERR_STATE_LOC	HYD_STATUS
01FB005	APRIL BROOK AT GILLISDALE	NS	Discontinued
01FB006	LAKE O'LAW BROOK AT EGYPT ROAD	NS	Discontinued
01FC001	CHETICAMP RIVER BELOW CHETICAMP LAKE	NS	Discontinued
01FC002	CHETICAMP RIVER ABOVE ROBERT BROOK	NS	Active
01FC003	CHETICAMP RIVER BELOW ARTEMISE BROOK	NS	Discontinued
01FD001	WRECK COVE BROOK NEAR WRECK COVE	NS	Discontinued
01FE001	INDIAN BROOK NEAR MATHESON'S LAKE	NS	Discontinued
01FE002	INDIAN BROOK AT INDIAN BROOK	NS	Active
01FF001	MIDDLE RIVER AT MACLENNANS CROSS	NS	Active
01FG001	RIVER DENYS AT BIG MARSH	NS	Active
01FH001	GRAND RIVER AT LOCH LOMOND	NS	Discontinued
01FJ001	SALMON RIVER AT SALMON RIVER BRIDGE	NS	Discontinued
01FJ002	MACASKILLS BROOK NEAR BIRCH GROVE	NS	Active
01FJ004	NORTHWEST BROOK BELOW GRAND LAKE	NS	Discontinued
01FJ006	FIFES BROOK NEAR MILL POND	NS	Discontinued
02AA001	PIGEON RIVER AT MIDDLE FALLS	MN	Discontinued
02AA002	PINE RIVER NEAR CROOKS	ON	Discontinued
02AB001	KAMINISTIQUIA RIVER NEAR DONA	ON	Discontinued
02AB002	SHEBANDOWAN RIVER NEAR KAMINISTIQUIA	ON	Discontinued
02AB003	KAMINISTIQUIA RIVER AT MOKOMON	ON	Discontinued
02AB004	KAMINISTIQUIA RIVER AT OUTLET OF DOG LAKE	ON	Discontinued
02AB005	SHEBANDOWAN RIVER AT GLENWATER	ON	Discontinued
02AB006	KAMINISTIQUIA RIVER AT KAMINISTIQUIA	ON	Active
02AB007	KAMINISTIQUIA RIVER AT STANLEY	ON	Discontinued
02AB008	NEEBING RIVER NEAR THUNDER BAY	ON	Active
02AB009	SHEBANDOWAN RIVER AT SUNSHINE	ON	Discontinued
02AB010	KAMINISTIQUIA RIVER AT KAKABEKA FALLS POWERHOUSE	ON	Discontinued
02AB011	SHEBANDOWAN RIVER AT OUTLET OF SHEBANDOWAN LAKE	ON	Discontinued
02AB012	GREENWATER CREEK AT OUTLET OF GREENWATER LAKE	ON	Discontinued
02AB013	KASHABOWIE RIVER AT OUTLET OF KASHABOWIE LAKE	ON	Discontinued
02AB014	NORTH CURRENT RIVER NEAR THUNDER BAY	ON	Active
02AB015	CURRENT RIVER NEAR STEPSTONE	ON	Discontinued
02AB016	MCINTYRE RIVER AT THUNDER BAY	ON	Discontinued
02AB017	WHITEFISH RIVER AT NOLALU	ON	Active
02AB018	LAKE SUPERIOR AT THUNDER BAY	ON	Active
02AB019	MCVICAR CREEK AT THUNDER BAY	ON	Active
02AB020	MCINTYRE RIVER ABOVE THUNDER BAY	ON	Active
02AB021	CURRENT RIVER AT STEPSTONE	ON	Active
02AB022	CORBETT CREEK NEAR MURILLO	ON	Active
02AB023	SLATE RIVER NEAR THUNDER BAY	ON	Active
02AB024	NEEBING RIVER NEAR INTOLA	ON	Active
02AB025	KAMINISTIQUIA RIVER AT WEST FORT WILLIAM	ON	Active
02AB026	KAMINISTIQUIA RIVER ABOVE WEST FORT WILLIAM	ON	Active
02AB027	WHITEFISH RIVER NEAR STANLEY	ON	Active
02AC001	WOLF RIVER AT HIGHWAY NO. 17	ON	Active
02AC002	BLACK STURGEON RIVER AT HIGHWAY NO. 17	ON	Active
02AD002	NIPIGON RIVER NEAR CAMERON FALLS	ON	Discontinued
02AD007	LAKE NIPIGON AT MACDIARMID	ON	Discontinued
02AD008	NIPIGON RIVER AT PINE PORTAGE	ON	Discontinued
02AD009	OGOKI RIVER DIVERSION TO LAKE NIPIGON	ON	Discontinued
02AD010	BLACKWATER RIVER AT BEARDMORE	ON	Active
02AD011	NAMEWAMINIKAN RIVER AT LONG RAPIDS	ON	Discontinued
02AD012	NIPIGON RIVER BELOW ALEXANDER GENERATING STATION	ON	Active
02AE001	GRAVEL RIVER NEAR CAVERS	ON	Active
02BA002	STEEL RIVER NEAR TERRACE BAY	ON	Discontinued
02BA003	LITTLE PIC RIVER NEAR COLDWELL	ON	Active
02BA004	LAKE SUPERIOR AT ROSSPORT	ON	Active
02BA005	WHITESAND RIVER ABOVE SCHREIBER AT MINOVA MINE	ON	Active
02BA006	STEEL RIVER BELOW SANTOY LAKE	ON	Active
02BB002	BLACK RIVER NEAR MARATHON	ON	Discontinued
02BB003	PIC RIVER NEAR MARATHON	ON	Active
02BB004	CEDAR CREEK NEAR HEMLO	ON	Active
02BC002	WHITE RIVER AT BERTRAND	ON	Discontinued
02BC003	WHITE RIVER AT REGAN	ON	Discontinued
02BC004	WHITE RIVER BELOW WHITE LAKE	ON	Discontinued
02BC005	PUKASKWA RIVER AT PUKASKWA NATIONAL PARK	ON	Discontinued
02BC006	PUKASKWA RIVER BELOW FOX RIVER	ON	Active
02BC007	WHITE LAKE AT WHITE LAKE PROVINCIAL PARK	ON	Active
02BC008	WHITE RIVER ABOVE OSKABUKUTA RIVER	ON	Active
02BD001	MAGPIE RIVER AT STEEP HILL FALLS	ON	Discontinued
02BD002	MICHIPICOTEN RIVER AT SCOTT FALLS	ON	Active
02BD003	MAGPIE RIVER NEAR MICHIPICOTEN	ON	Discontinued
02BD004	LAKE SUPERIOR AT MICHIPICOTEN HARBOUR	ON	Active
02BD005	MAGPIE RIVER AT ESNAGI LAKE	ON	Active
02BD006	WAWA CREEK AT WAWA	ON	Active
02BD007	MAGPIE RIVER NEAR WAWA	ON	Discontinued
02BE001	MONTREAL RIVER AT ALGOMA CENTRAL AND HUDSON BAY RAILWAY	ON	Discontinued
02BE002	MONTREAL RIVER NEAR MONTREAL RIVER HARBOUR	ON	Active
02BF001	BATCHAWANA RIVER NEAR BATCHAWANA	ON	Active
02BF002	GOULAIS RIVER NEAR SEARCHMONT	ON	Active
02BF003	BENNET CREEK AT SAULT STE. MARIE	ON	Discontinued
02BF004	BIG CARP RIVER NEAR SAULT STE. MARIE	ON	Active
02BF005	NORBERG CREEK (SITE A) ABOVE BATCHAWANA RIVER	ON	Discontinued
02BF006	NORBERG CREEK (SITE B) AT OUTLET OF TURKEY LAKE	ON	Discontinued
02BF007	NORBERG CREEK (SITE C) AT OUTLET OF LITTLE TURKEY LAKE	ON	Discontinued
02BF008	NORBERG CREEK (SITE D) BELOW WISHART LAKE	ON	Discontinued
02BF009	NORBERG CREEK (SITE E) BELOW BATCHAWANA LAKE	ON	Discontinued
02BF010	LAKE SUPERIOR AT GROS CAP	ON	Active
02BF011	ST. MARYS RIVER AT SAULT STE. MARIE (ABOVE)	ON	Active
02BF012	NORBERG CREEK (SITE F) AT OUTLET OF BATCHAWANA LAKE	ON	Discontinued
02BF013	TRIBUTARY TO NORBERG CREEK AT TURKEY LAKE	ON	Discontinued
02BF014	GOULAIS RIVER NEAR KIRBY'S CORNER	ON	Active
02CA001	ST. MARYS RIVER AT SAULT STE. MARIE	ON	Discontinued
02CA002	ROOT RIVER AT SAULT STE. MARIE	ON	Active
02CA003	ST. MARYS RIVER NEAR GARDEN RIVER	ON	Active
02CA004	ST. MARYS RIVER ABOVE CLARK CREEK	ON	Discontinued
02CA005	ST. MARYS RIVER AT SAULT STE. MARIE (BELOW)	ON	Active
02CA006	LAKE HURON AT THESSALON	ON	Active
02CA007	THESSALON RIVER NEAR POPLAR DALE	ON	Active
02CB001	MISSISSAGI RIVER BELOW AUBREY FALLS	ON	Discontinued
02CB002	MISSISSAGI RIVER AT ROCKY ISLAND LAKE	ON	Discontinued
02CB003	AUBINADONG RIVER ABOVE SESABIC CREEK	ON	Active
02CC002	MISSISSAGI RIVER AT IRON BRIDGE	ON	Discontinued
02CC003	MISSISSAGI RIVER BELOW IRON BRIDGE	ON	Discontinued
02CC004	MISSISSAGI RIVER AT MISSISSAGI	ON	Discontinued
02CC005	LITTLE WHITE RIVER NEAR BELLINGHAM	ON	Active
02CC006	MISSISSAGI RIVER NEAR WHARNCLIFFE	ON	Discontinued
02CC007	MISSISSAGI RIVER AT RAYNER GENERATING STATION	ON	Discontinued
02CC008	MISSISSAGI RIVER AT MISSISSAGI CHUTE	ON	Active
02CC009	MISSISSAGI RIVER AT RED ROCK FALLS	ON	Discontinued
02CC010	LITTLE WHITE RIVER BELOW BOLAND RIVER	ON	Active
02CD001	SERPENT RIVER AT HIGHWAY NO. 17	ON	Active
02CD002	SERPENT RIVER AT OUTLET OF DUNLOP LAKE	ON	Discontinued
02CD003	SERPENT RIVER BELOW QUIRKE LAKE	ON	Discontinued
02CD004	SERPENT RIVER BELOW PECORS LAKE	ON	Discontinued
02CD005	ROCHESTER CREEK ABOVE QUIRKE LAKE	ON	Discontinued
02CD006	SERPENT RIVER ABOVE QUIRKE LAKE	ON	Active
02CD007	LITTLE NORDIC CREEK AT ELLIOT LAKE	ON	Discontinued
02CE001	SPANISH RIVER AT ESPANOLA	ON	Discontinued
02CE002	AUX SABLES RIVER AT MASSEY	ON	Active
02CE003	SPANISH RIVER AT WEBBWOOD	ON	Discontinued
02CE004	SPANISH RIVER AT HIGH FALLS	ON	Discontinued
02CE007	MINISTIC CREEK ABOVE AGNEW LAKE	ON	Active
02CE103	MINISTIC CREEK NEAR AGNEW LAKE MINE	ON	Discontinued
02CF001	VERMILION RIVER NEAR WHITEFISH	ON	Discontinued
02CF002	VERMILION RIVER BELOW KUSK LAKE	ON	Discontinued
02CF004	VERMILION RIVER AT LORNE FALLS	ON	Discontinued
02CF005	JUNCTION CREEK AT SUDBURY	ON	Active
02CF007	WHITSON RIVER AT CHELMSFORD	ON	Active
02CF008	WHITSON RIVER AT VAL CARON	ON	Active
02CF009	NOLIN CREEK AT SUDBURY	ON	Discontinued
02CF010	ONAPING RIVER NEAR LEVACK	ON	Active
02CF011	VERMILION RIVER NEAR VAL CARON	ON	Active
02CF012	JUNCTION CREEK BELOW KELLEY LAKE	ON	Active
02CF013	MOOSE CREEK AT LEVACK	ON	Active
02CF014	VERMILION RIVER NEAR MILNET	ON	Active
02CF100	VERMILION RIVER NEAR CAPREOL	ON	Discontinued
02CG001	KAGAWONG RIVER AT KAGAWONG	ON	Discontinued
02CG002	LAKE HURON AT LITTLE CURRENT	ON	Active
02CG003	BLUE JAY CREEK NEAR TEHKUMMAH	ON	Active
02CG004	GRIMSTHORPE CREEK NEAR GRIMSTHORPE	ON	Discontinued
02CG005	MINDEMOYA LAKE AT MINDEMOYA	ON	Active
02CH001	FROOD LAKE NEAR WHITEFISH FALLS	ON	Active
02CH002	PANACHE LAKE AT JACKSON'S POINT	ON	Active
02DA001	WANAPITEI RIVER AT OUTLET OF WANAPITEI LAKE	ON	Discontinued
02DA002	WANAPITEI LAKE AT BOWLANDS BAY	ON	Discontinued
02DB001	WANAPITEI RIVER NEAR WANAPITEI	ON	Discontinued
02DB002	WANAPITEI RIVER AT MCVITTIES	ON	Discontinued
02DB003	WANAPITEI RIVER NEAR CONISTON	ON	Discontinued
02DB004	CONISTON CREEK NEAR CONISTON	ON	Discontinued
02DB005	WANAPITEI RIVER NEAR WANUP	ON	Active
02DB006	WANAPETEI RIVER NEAR STINSON	ON	Discontinued
02DB007	CONISTON CREEK ABOVE WANAPITEI RIVER	ON	Active
02DC001	STURGEON RIVER AT SMOKY FALLS	ON	Discontinued
02DC002	STURGEON RIVER BELOW SMOKY FALLS	ON	Discontinued
02DC003	STURGEON RIVER AT CRYSTAL FALLS	ON	Discontinued
02DC004	STURGEON RIVER NEAR GLEN AFTON	ON	Active
02DC005	TEMAGAMI RIVER NEAR RIVER VALLEY	ON	Discontinued
02DC006	TOMIKO RIVER AT OUTLET OF TOMIKO LAKE	ON	Discontinued
02DC007	TEMAGAMI RIVER AT CROSS LAKE DAM	ON	Discontinued
02DC008	TEMAGAMI RIVER AT RED CEDAR LAKE DAM	ON	Discontinued
02DC009	MARTEN RIVER AT WICKSTEED LAKE DAM	ON	Discontinued
02DC010	TEMAGAMI LAKE AT TEMAGAMI	ON	Discontinued
02DC011	STURGEON RIVER AT LOWER GOOSE FALLS	ON	Discontinued
02DC012	STURGEON RIVER AT UPPER GOOSE FALLS	ON	Active
02DC013	LITTLE STURGEON RIVER BELOW BOOTH LAKE	ON	Active
02DD001	SOUTH RIVER NEAR POWASSAN	ON	Discontinued
02DD002	SOUTH RIVER ABOVE TRUISLER CHUTE	ON	Discontinued
02DD004	FRENCH RIVER AT FRENCH RIVER	ON	Discontinued
02DD005	SOUTH RIVER NEAR NIPISSING	ON	Discontinued
02DD006	LAKE NIPISSING AT NORTH BAY	ON	Active
02DD007	FRENCH RIVER AT LAKE NIPISSING	ON	Discontinued
02DD008	DUCHESNAY RIVER NEAR NORTH BAY	ON	Discontinued
02DD009	SOUTH RIVER AT SOUTH RIVER	ON	Discontinued
02DD010	FRENCH RIVER AT DRY PINE BAY	ON	Active
02DD012	VEUVE RIVER NEAR VERNER	ON	Active
02DD013	LA VASE RIVER AT NORTH BAY	ON	Active
02DD014	CHIPPEWA CREEK AT NORTH BAY	ON	Active
02DD015	COMMANDA CREEK NEAR COMMANDA	ON	Active
02DD016	FRENCH RIVER AT PORTAGE DAM	ON	Active
02DD017	FRENCH RIVER AT CHAUDIERE DAM	ON	Active
02DD019	LITTLE FRENCH RIVER AT LITTLE CHAUDIERE DAM	ON	Discontinued
02DD020	LITTLE FRENCH RIVER AT OKIKENDAWT ISLAND	ON	Active
02DD021	LAKE NIPISSING AT FRENCH RIVER OUTLET	ON	Active
02DD022	DOLLARS LAKE BELOW S NARROWS	ON	Active
02DD023	FOREST LAKE AT SOUTH RIVER	ON	Active
02DD024	WASI RIVER NEAR ASTORVILLE	ON	Active
02DD026	FRENCH RIVER AT WOLSELEY BAY	ON	Active
02EA001	SEGUIN RIVER NEAR PARRY SOUND	ON	Discontinued
02EA005	NORTH MAGNETAWAN RIVER NEAR BURK'S FALLS	ON	Active
02EA006	MAGNETAWAN RIVER NEAR BURK'S FALLS	ON	Discontinued
02EA007	MAGNETAWAN RIVER NEAR BYNG INLET	ON	Discontinued
02EA008	MAGNETAWAN RIVER AT MAPLE ISLAND	ON	Discontinued
02EA010	NORTH MAGNETAWAN RIVER ABOVE PICKEREL LAKE	ON	Active
02EA011	MAGNETAWAN RIVER NEAR BRITT	ON	Active
02EA012	SHAWANAGA RIVER AT HIGHWAY NO. 69	ON	Discontinued
02EA014	LAKE HURON AT PARRY SOUND	ON	Active
02EA015	CECEBE LAKE AT MAGNETAWAN	ON	Active
02EA016	DOE LAKE NEAR KATRINE	ON	Active
02EA017	AHMIC LAKE AT MAGNETAWAN	ON	Discontinued
02EA018	MAGNETAWAN RIVER NEAR EMSDALE	ON	Active
02EA019	AHMIC LAKE NEAR AHMIC HARBOUR	ON	Active
02EA020	BERNARD LAKE AT SUNDRIDGE	ON	Active
02EA021	SHAWANAGA RIVER BELOW SHAWANAGA LAKE	ON	Active
02EB002	SOUTH BRANCH MUSKOKA RIVER AT BLACK BRIDGE	ON	Discontinued
02EB003	SOUTH BRANCH MUSKOKA RIVER AT MATHIAS	ON	Discontinued
02EB004	NORTH BRANCH MUSKOKA RIVER AT PORT SYDNEY	ON	Active
02EB005	MUSKOKA RIVER NEAR BALA	ON	Discontinued
02EB006	MUSKOKA RIVER BELOW BALA	ON	Active
02EB007	NORTH BRANCH MUSKOKA RIVER NEAR PORT SYDNEY	ON	Discontinued
02EB008	SOUTH BRANCH MUSKOKA RIVER AT BAYSVILLE	ON	Active
02EB009	MOON RIVER AT ISLAND FALLS	ON	Discontinued
02EB010	MUSKOKA RIVER AT RAGGED RAPIDS	ON	Discontinued
02EB011	MOON RIVER AT HIGHWAY NO. 400	ON	Active
02EB012	MUSQUASH RIVER AT HIGHWAY NO. 400	ON	Active
02EB013	BIG EAST RIVER NEAR HUNTSVILLE	ON	Active
02EB014	OXTONGUE RIVER NEAR DWIGHT	ON	Active
02EB015	BALA BAY AT BALA	ON	Active
02EB016	FAIRY LAKE AT HUNTSVILLE	ON	Active
02EB017	KAWAGAMA LAKE AT RUSSELL LANDING	ON	Active
02EB018	LAKE MUSKOKA AT BEAUMARIS	ON	Active
02EB019	LAKE OF BAYS AT BAYSVILLE	ON	Active
02EB020	LAKE ROSSEAU AT PORT CARLING	ON	Active
02EB021	MARY LAKE AT PORT SYDNEY	ON	Active
02EB022	SMOKE LAKE AT ALGONQUIN PROVINCIAL PARK	ON	Active
02EB023	GO HOME LAKE NEAR POTTERS LANDING	ON	Active
02EB103	ROSSEAU RIVER AT HIGHWAY NO. 141	ON	Discontinued
02EB104	HAWKROCK RIVER AT GRAVENHURST	ON	Discontinued
02EB105	DEE RIVER AT DEE BANK	ON	Discontinued
02EC001	SEVERN RIVER AT SEVERN BRIDGE	ON	Discontinued
02EC002	BLACK RIVER NEAR WASHAGO	ON	Active
02EC003	SEVERN RIVER AT SWIFT RAPIDS	ON	Active
02EC004	SEVERN RIVER BELOW WASHAGO	ON	Discontinued
02EC006	SEVERN RIVER AT BIG FALLS	ON	Discontinued
02EC007	SEVERN RIVER AT LITTLE FALLS	ON	Discontinued
02EC008	BLACK RIVER AT BALDWIN	ON	Active
02EC009	HOLLAND RIVER EAST BRANCH AT HOLLAND LANDING	ON	Active
02EC010	SCHOMBERG RIVER NEAR SCHOMBERG	ON	Active
02EC011	BEAVER RIVER NEAR BEAVERTON	ON	Active
02EC012	BLACK RIVER AT SUTTON	ON	Discontinued
02EC013	MIDDLE SEVERN RIVER AT WASHAGO	ON	Discontinued
02EC014	SEVERN RIVER ABOVE WASDELL FALLS	ON	Active
02EC015	LAKE SIMCOE NEAR GAMEBRIDGE	ON	Discontinued
02EC018	PEFFERLAW BROOK NEAR UDORA	ON	Active
02EC019	BLACK RIVER NEAR VANKOUGHNET	ON	Active
02EC020	HAWKESTONE CREEK AT HAWKESTONE	ON	Active
02EC021	UXBRIDGE BROOK NEAR UXBRIDGE	ON	Active
02EC022	HEAD RIVER NEAR SEBRIGHT	ON	Active
02EC101	UXBRIDGE BROOK AT UXBRIDGE	ON	Discontinued
02EC103	PEFFERLAW BROOK NEAR UDORA	ON	Discontinued
02EC918	SEVERN RIVER ABOVE SPARROW LAKE	ON	Discontinued
02ED001	NOTTAWASAGA RIVER NEAR NICOLSTON	ON	Discontinued
02ED003	NOTTAWASAGA RIVER NEAR BAXTER	ON	Active
02ED004	BAILEY CREEK NEAR BEETON	ON	Discontinued
02ED005	MAD RIVER NEAR GLENCAIRN	ON	Discontinued
02ED006	O.W.R.C. RESEARCH STATION NO. 1 NEAR STAYNER	ON	Discontinued
02ED007	COLDWATER RIVER AT COLDWATER	ON	Active
02ED008	O.W.R.C. RESEARCH STATION NO. 2 NEAR STAYNER	ON	Discontinued
02ED009	WILLOW CREEK ABOVE LITTLE LAKE	ON	Discontinued
02ED010	WILLOW CREEK AT MIDHURST	ON	Active
02ED011	WYE RIVER AT WYEBRIDGE	ON	Discontinued
02ED012	LAKE HURON AT COLLINGWOOD	ON	Active
02ED013	WYE RIVER NEAR WYEVALE	ON	Active
02ED014	PINE RIVER NEAR EVERETT	ON	Active
02ED015	MAD RIVER AT AVENING	ON	Active
02ED016	TRIBUTARY TO WYE RIVER BELOW ELMVALE	ON	Discontinued
02ED017	HOGG CREEK NEAR VICTORIA HARBOUR	ON	Active
02ED018	STURGEON RIVER AT STURGEON BAY	ON	Discontinued
02ED019	COPELAND CREEK NEAR PENETAGUISHENE	ON	Discontinued
02ED022	NORTH RIVER NEAR COLDWATER	ON	Discontinued
02ED023	NORTH RIVER NEAR LOVERING	ON	Discontinued
02ED024	NORTH RIVER AT THE FALLS	ON	Active
02ED025	BLACK ASH CREEK AT COLLINGWOOD	ON	Discontinued
02ED026	NOTTAWASAGA RIVER AT HOCKLEY	ON	Active
02ED027	NOTTAWASAGA RIVER NEAR EDENVALE	ON	Active
02ED028	SILVER CREEK NEAR ORILLIA	ON	Discontinued
02ED029	INNISFIL CREEK NEAR ALLISTON	ON	Active
02ED030	SILVER CREEK AT ORILLIA	ON	Active
02ED031	PRETTY RIVER AT COLLINGWOOD	ON	Active
02ED032	WILLOW CREEK NEAR MINESING	ON	Active
02ED033	LAKE HURON AT MIDLAND	ON	Active
02ED100	BEETON CREEK NEAR TOTTENHAM	ON	Active
02ED101	NOTTAWASAGA RIVER NEAR ALLISTON	ON	Active
02ED102	BOYNE RIVER AT EARL ROWE PARK	ON	Active
02FA001	SAUBLE RIVER AT SAUBLE FALLS	ON	Active
02FA002	STOKES RIVER NEAR FERNDALE	ON	Active
02FA003	LAKE HURON AT TOBERMORY	ON	Active
02FA004	SAUBLE RIVER AT ALLENFORD	ON	Active
02FA005	SAUBLE RIVER ABOVE TARA	ON	Discontinued
02FB001	BEAVER RIVER ABOVE EUGENIA POWER HOUSE	ON	Discontinued
02FB003	BEAVER RIVER NEAR KIMBERLEY	ON	Discontinued
02FB004	BEAVER RIVER NEAR FEVERSHAM	ON	Discontinued
02FB005	BIGHEAD RIVER AT MEAFORD	ON	Discontinued
02FB006	MILL CREEK NEAR RED WING	ON	Discontinued
02FB007	SYDENHAM RIVER NEAR OWEN SOUND	ON	Active
02FB008	BEAVER RIVER AT EUGENIA	ON	Discontinued
02FB009	BEAVER RIVER NEAR CLARKSBURG	ON	Active
02FB010	BIGHEAD RIVER NEAR MEAFORD	ON	Active
02FB012	MILL CREEK NEAR RED WING	ON	Active
02FB013	BEAVER RIVER NEAR VANDELEUR	ON	Active
02FB014	BIGHEAD RIVER NEAR STRATHAVON	ON	Active
02FC001	SAUGEEN RIVER NEAR PORT ELGIN	ON	Active
02FC002	SAUGEEN RIVER NEAR WALKERTON	ON	Active
02FC004	ROCKY SAUGEEN RIVER NEAR TRAVERSTON	ON	Discontinued
02FC005	ROCKY SAUGEEN RIVER NEAR MARKDALE	ON	Discontinued
02FC009	ARMSTRONG CREEK AT MARKDALE	ON	Discontinued
02FC011	CARRICK CREEK NEAR CARLSRUHE	ON	Active
02FC012	SOUTH SAUGEEN RIVER NEAR HANOVER	ON	Active
02FC013	NORTH SAUGEEN RIVER NEAR PAISLEY	ON	Discontinued
02FC014	SAUGEEN RIVER NEAR DURHAM	ON	Discontinued
02FC015	TEESWATER RIVER NEAR PAISLEY	ON	Active
02FC016	SAUGEEN RIVER ABOVE DURHAM	ON	Active
02FC017	BEATTY SAUGEEN RIVER NEAR HOLSTEIN	ON	Active
02FC018	NORTH SAUGEEN RIVER ABOVE CHESLEY	ON	Discontinued
02FC019	HAMILTON CREEK NEAR HOLLAND CENTRE	ON	Discontinued
02FC020	TEESWATER RIVER AT TEESWATER	ON	Active
02FC021	CAMP CREEK AT ALLAN PARK	ON	Active
02FD001	PINE RIVER AT LURGAN	ON	Active
02FD002	LUCKNOW RIVER AT LUCKNOW	ON	Active
02FD003	NORTH PENETANGORE RIVER AT KINCARDINE	ON	Active
02FE001	MAITLAND RIVER AT BENMILLER	ON	Discontinued
02FE002	MAITLAND RIVER BELOW WINGHAM	ON	Active
02FE003	MIDDLE MAITLAND RIVER NEAR LISTOWEL	ON	Active
02FE004	MAITLAND RIVER NEAR DONNYBROOK	ON	Discontinued
02FE005	MAITLAND RIVER ABOVE WINGHAM	ON	Active
02FE007	LITTLE MAITLAND RIVER AT BLUEVALE	ON	Active
02FE008	MIDDLE MAITLAND RIVER NEAR BELGRAVE	ON	Active
02FE009	SOUTH MAITLAND RIVER AT SUMMERHILL	ON	Active
02FE010	BOYLE DRAIN NEAR ATWOOD	ON	Active
02FE011	MAITLAND RIVER NEAR HARRISTON	ON	Active
02FE012	LAKE HURON AT GODERICH	ON	Active
02FE013	MIDDLE MAITLAND RIVER ABOVE ETHEL	ON	Active
02FE014	BLYTH BROOK BELOW BLYTH	ON	Active
02FE015	MAITLAND RIVER AT BENMILLER	ON	Active
02FE016	SOUTH MAITLAND RIVER AT ROXBORO	ON	Active
02FE017	LAKELET CREEK NEAR GORRIE	ON	Active
02FE018	BLIND CREEK NEAR FORDWICH	ON	Active
02FF001	AUSABLE RIVER NEAR ARKONA	ON	Discontinued
02FF002	AUSABLE RIVER NEAR SPRINGBANK	ON	Active
02FF003	PARKHILL CREEK NEAR PARKHILL	ON	Discontinued
02FF004	SOUTH PARKHILL CREEK NEAR PARKHILL	ON	Active
02FF005	MORAY CREEK NEAR PARKHILL	ON	Discontinued
02FF006	SHIPKA CREEK NEAR GRAND BEND	ON	Discontinued
02FF007	BAYFIELD RIVER NEAR VARNA	ON	Active
02FF008	PARKHILL CREEK ABOVE PARKHILL RESERVOIR	ON	Active
02FF009	AUSABLE RIVER NEAR EXETER	ON	Active
02FF010	AUSABLE RIVER NEAR PARKHILL	ON	Active
02FF011	SILVER CREEK AT SEAFORTH	ON	Active
02FF012	PERCH CREEK AT SARNIA	ON	Active
02FF013	LITTLE AUSABLE RIVER NEAR LUCAN CROSSING	ON	Active
02FF014	BLACK CREEK NEAR HENSALL	ON	Active
02FF015	TRICKS CREEK NEAR CLINTON	ON	Active
02FF016	LITTLE AUSABLE RIVER NEAR CENTRALIA	ON	Active
02GA001	GRAND RIVER AT BELWOOD	ON	Discontinued
02GA002	GRAND RIVER AT CONESTOGO	ON	Discontinued
02GA003	GRAND RIVER AT GALT	ON	Active
02GA004	GRAND RIVER AT GLEN MORRIS	ON	Discontinued
02GA005	IRVINE RIVER NEAR SALEM	ON	Active
02GA006	CONESTOGO RIVER AT ST. JACOBS	ON	Active
02GA007	SPEED RIVER NEAR GUELPH	ON	Discontinued
02GA008	SPEED RIVER AT HESPELER	ON	Discontinued
02GA009	GALT CREEK AT GALT	ON	Discontinued
02GA010	NITH RIVER NEAR CANNING	ON	Active
02GA011	SPEED RIVER AT GUELPH	ON	Discontinued
02GA012	SPEED RIVER NEAR ERAMOSA	ON	Discontinued
02GA013	CONESTOGO RIVER NEAR CONESTOGO	ON	Discontinued
02GA014	GRAND RIVER NEAR MARSVILLE	ON	Active
02GA015	SPEED RIVER BELOW GUELPH	ON	Active
02GA016	GRAND RIVER BELOW SHAND DAM	ON	Active
02GA017	CONESTOGO RIVER AT DRAYTON	ON	Discontinued
02GA018	NITH RIVER AT NEW HAMBURG	ON	Active
02GA020	SPEED RIVER ABOVE GUELPH	ON	Discontinued
02GA022	GRAND RIVER AT WALDEMAR	ON	Discontinued
02GA023	CANAGAGIGUE CREEK NEAR ELMIRA	ON	Active
02GA024	LAUREL CREEK AT WATERLOO	ON	Active
02GA027	GRAND RIVER ABOVE LAKE BELWOOD	ON	Discontinued
02GA028	CONESTOGO RIVER AT GLEN ALLAN	ON	Active
02GA029	ERAMOSA RIVER ABOVE GUELPH	ON	Active
02GA030	ALDER CREEK NEAR NEW DUNDEE	ON	Active
02GA031	BLUE SPRINGS CREEK NEAR EDEN MILLS	ON	Active
02GA032	O.A.C. FARM GAUGE NO. 5 AT GUELPH	ON	Discontinued
02GA033	LUTTERAL CREEK NEAR OUSTIC	ON	Discontinued
02GA034	GRAND RIVER AT WEST MONTROSE	ON	Active
02GA035	EAST CANAGAGIGUE CREEK NEAR FLORADALE	ON	Discontinued
02GA036	CANAGAGIGUE CREEK NEAR FLORADALE	ON	Discontinued
02GA037	SCHNEIDER CREEK AT KITCHENER	ON	Discontinued
02GA038	NITH RIVER ABOVE NITHBURG	ON	Active
02GA039	CONESTOGO RIVER ABOVE DRAYTON	ON	Active
02GA040	SPEED RIVER NEAR ARMSTRONG MILLS	ON	Active
02GA041	GRAND RIVER NEAR DUNDALK	ON	Active
02GA042	MOOREFIELD CREEK NEAR ROTHSAY	ON	Active
02GA043	HUNSBURGER CREEK NEAR WILMOT CENTRE	ON	Active
02GA044	SILVER SPRING CREEK NEAR WILMOT CENTRE	ON	Active
02GA045	HUNSBURGER CREEK NEAR HAYSVILLE	ON	Active
